NAME,ADDRESS,LATITUDE,LONGITUDE,RATING
"Willowbrook Golf Center","366 US 46 East, Wayne, NJ 07470, United States",40.8935970,-74.2484650,4.2
"Essex County Safari MiniGolf","560 Northfield Ave, West Orange, NJ 07052, USA",40.7689434,-74.2819011,4.0
"Castaway Cove","300 Ocean Ave, Point Pleasant Beach, NJ 08742, USA",40.0939009,-74.0371261,4.1
"Offshore Adventure Golf","1084 Route 47 S, Rio Grande, NJ 08242, United States",39.0179684,-74.8821734,4.5
"Harris Miniature Golf Inc.","141 W Burk Ave, Wildwood, NJ 08260, USA",38.9869057,-74.8241312,4.0
"Gino's Golf & Paintball","669 NJ-45, Mantua Township, NJ 08051, USA",39.7749916,-75.1875253,4.5
"Stockton Mini Golf","801 Beach Ave, Cape May, NJ 08204, USA",38.9308870,-74.9163830,3.9
"Winslow Golf Center","276 NJ-73, Hammonton, NJ 08037, USA",39.6801571,-74.8870323,3.9
"Barnacle Bill's Amusements","1968 NJ-35, Seaside Heights, NJ 08751, USA",39.9574570,-74.0707710,4.5
"Big Swing Golf Center","312 Salina Rd, Sewell, NJ 08080, USA",39.7668030,-75.1120010,4.6
"Green Knoll Pitch & Putt","587 Garretson Rd, Bridgewater, NJ 08807, USA",40.6003211,-74.6333228,NONE
"Tee-Time Golf","E 7th St, Ocean City, NJ 08226, USA",39.2767586,-74.5666859,4.7
"Swingtime","2390 U.S. 9, Howell, NJ 07731, USA",40.1796819,-74.2466241,4.3
"Sandbar Mini Golf","1011 Long Beach Blvd, Surf City, NJ 08008, USA",39.6614982,-74.1664851,3.8
"Pirates Of The Golden Galleon Golf","1124 Boardwalk, Ocean City, NJ 08226, USA",39.2733173,-74.5763637,4.2
"Island Mini Golf","603 Long Beach Blvd, Surf City, NJ 08008, USA",39.6589611,-74.1685969,4.1
"Smuggler's Quay Adventure Golf","800 Ocean Terrace, Seaside Heights, NJ 08751, USA",39.9428723,-74.0711305,4.8
"Wildwood Mini Golf","447 W Rio Grande Ave, Wildwood, NJ 08260, USA",38.9882940,-74.8293490,4.4
"Sand Trap Mini Golf","102 W 23rd St, Ship Bottom, NJ 08008, USA",39.6405563,-74.1834533,4.1
"Windsor Greens Golf Center","398 Princeton Hightstown Rd, West Windsor Township, NJ 08550, USA",40.2893540,-74.5725220,4.1
"OC Adventure Golf","Boardwalk, Ocean City, NJ 08226, USA",39.2760863,-74.5687426,3.3
"Mini Golf and Old Time Photos","3414 Boardwalk, Wildwood, NJ 08260, USA",38.9872428,-74.8102992,3.7
"Hartland Golf & Arcade","2801 Long Beach Blvd, Ship Bottom, NJ 08008, USA",39.6375557,-74.1857585,4.5
"Harbor Light Golf","10200 Pacific Ave, Wildwood, NJ 08260, USA",38.9592305,-74.8560130,4.2
"GoFish Mini Golf","2438 Dune Dr, Avalon, NJ 08202, USA",39.0995528,-74.7202854,4.3
"Opry GlowGolf Santa Fe","4250 Cerrillos Rd Suite 1296, Santa Fe, NM 87507, USA",35.6359168,-106.0146162,3.5
"Serendipity Fun Center","340 Los Cerritos Rd NW, Los Lunas, NM 87031, United States",34.8165292,-106.7499313,4.0
"Gallup Cultural Center","201 E Hwy 66, Gallup, NM 87301, USA",35.5292500,-108.7400880,4.2
"Black Mesa Golf Club","115 NM-399, Española, NM 87532, USA",35.9701276,-106.0600787,3.6
"Hinkle Family Fun Center","12931 Indian School Rd NE, Albuquerque, NM 87112, USA",35.0955452,-106.4982381,4.4
"University of New Mexico: Golf Course Championship","3601 University Blvd SE, Albuquerque, NM 87106, USA",35.0316000,-106.6310073,4.3
"Pirate's Cove Adventure Golf","2001 White Mountain Hwy, North Conway, NH 03860, USA",44.0341314,-71.1203143,4.5
"Hobo Hills Adventure Golf","127 Main St, Lincoln, NH 03251, USA",44.0375355,-71.6763926,4.4
"New Mexico Tech Golf Course","801 Leroy Pl, Socorro, NM 87801, USA",34.0671727,-106.9135407,4.4
"Chuckster's","9 Bailey Rd, Chichester, NH 03258, USA",43.2441627,-71.4444075,4.5
"Pirate's Cove Adventure Golf","3253 US-3, Meredith, NH 03253, USA",43.6233380,-71.4864790,4.3
"Captain's Cove Adventure Golf","814 Lafayette Rd, Hampton, NH 03842, USA",42.9499718,-70.8328679,4.0
"Glowgolf","Cottonwood Mall, 10000 Coors Blvd NW G-19, Albuquerque, NM 87114, USA",35.1974495,-106.6564673,2.5
"Paradise Falls Mini Golf LLC","252 Lee Rd, Moultonborough, NH 03254, USA",43.7509017,-71.3711491,4.8
"Pirate's Cove Adventure Golf","4 Daniel Webster Hwy, Winnisquam, NH 03289, USA",43.5013560,-71.5161620,4.4
"Twinkletown Miniature Golf","3 Arrowcrest Dr, Swanzey, NH 03446, USA",42.8897313,-72.2432955,4.6
"New Mexico Military Institute Golf Course","201 W 19th St, Roswell, NM 88201, USA",33.4163536,-104.5254339,4.3
"New Mexico State University Golf Course Clubhouse","3000 Herb Wimberly Dr., Las Cruces, NM 88003, USA",32.2862170,-106.7255040,4.0
"Moose Meadow Mini Golf","240 Main St, Gorham, NH 03581, USA",44.3938835,-71.1869704,4.1
"Durango Park Mini Golf","650 S Camino Del Rio, Durango, CO 81301, USA",37.2454334,-107.8723395,3.7
"Shipwrecked Miniature Golf","619 Court St, Brooklyn, NY 11231, USA",40.6708985,-74.0012257,4.5
"Pier 25 Mini Golf","225 West St, New York, NY 10013, USA",40.7202889,-74.0141308,3.8
"Randalls Island Golf & Entertainment Center","1 Randall's Island, New York, NY 10035, USA",40.7972263,-73.9248667,3.3
"Figment Mini Golf","Ferry Line Rd, Brooklyn, NY 11231, USA",40.6921115,-74.0181337,NONE
"Spring Rock Golf Center","377 Denton Ave, New Hyde Park, NY 11040, USA",40.7490791,-73.6741754,4.1
"Flushing Meadows Golf Center","100 Flushing Meadow Corona Pk, Flushing, NY 11368, USA",40.7516624,-73.8417459,4.3
"Rocket Park Mini Golf","47-01 111th St, Queens, NY 11368, USA",40.7475733,-73.8519487,4.8
"Staten Island FunPark","215 Schmidts Ln, Staten Island, NY 10314, USA",40.6095020,-74.1197520,4.0
"Miniature Golf","100 Flushing Meadows Pedestrian Bridge, Flushing, NY 11368, USA",40.7522647,-73.8411252,4.6
"Aviator Golf Center","7015, 3200 Flatbush Ave, Brooklyn, NY 11234, United States",40.5901340,-73.9014240,3.8
"Five Towns Mini Golf & Batting","570 Rockaway Turnpike, Lawrence, NY 11559, USA",40.6302710,-73.7372210,4.4
"Turtle Cove Golf Center - Park Place Cafe","1 City Island Rd, Bronx, NY 10464, USA",40.8634276,-73.8077600,4.4
"Brookside Mini Golf","355 Midland Ave, Yonkers, NY 10704, USA",40.9274545,-73.8772777,3.8
"Bethpage Miniature Golf","130 Hicksville Rd, Bethpage, NY 11714, USA",40.7244909,-73.4874400,3.0
"Crow's Nest Cove Mini Golf","741 S Ocean Ave, Freeport, NY 11520, USA",40.6339190,-73.5826350,3.7
"Monster Mini Golf","410 Commack Rd # C, Deer Park, NY 11729, USA",40.7613982,-73.3135440,4.0
"Lake Norman Miniature Golf","18639 Statesville Rd, Cornelius, NC 28031, USA",35.4674248,-80.8743055,4.7
"Tropical Gardens Mini Golf","956 Patton Ave, Asheville, NC 28806, USA",35.5855885,-82.5898528,4.3
"Tropical Adventure Mini Golf","10124 Beach Dr SW, Calabash, NC 28467, USA",33.8913040,-78.5737160,4.6
"Sunrise Mountain Mini Golf","1675 NC-105, Boone, NC 28607, USA",36.2011500,-81.6815216,3.7
"Purple Planet 3D Mini Golf","6325 Wilkinson Blvd, Belmont, NC 28012, USA",35.2522245,-81.0478672,2.9
"Paradise Valley Par 3","110 Barton Creek Dr, Charlotte, NC 28262, USA",35.3159333,-80.7404720,4.1
"Lost Treasure Golf & Raceway","976 Salter Path Rd, Salter Path, NC 28575, USA",34.6895830,-76.8792670,4.1
"Lost Treasure Golf","1600 N Croatan Hwy, Kill Devil Hills, NC 27948, USA",36.0286650,-75.6707930,4.2
"Mutiny Bay Adventure Golf","6704 S Croatan Hwy, Nags Head, NC 27959, USA",35.9192491,-75.6053616,4.2
"Corolla Adventure Golf","808 Ocean Trail, Corolla, NC 27927, USA",36.3281262,-75.8185768,4.3
"Glow Golf","3500 Oleander Dr, Wilmington, NC 28403, USA",34.2117120,-77.9065093,3.3
"Fantasy Golf & Game Room","3659 Soco Rd, Maggie Valley, NC 28751, USA",35.5169436,-83.0889873,4.6
"Shipwreck Point Golf","13705 NC-50, Surf City, NC 28445, USA",34.4445177,-77.5609493,3.6
"Mini Putt Family Entertainment","1912, 900 Benvenue Rd, Rocky Mount, NC 27804, United States",35.9667191,-77.8024454,4.3
"Frisco Mini Golf and Go Karts","50212 Trent Lake Ln, Frisco, NC 27936, USA",35.2559287,-75.5894512,3.8
"Captain Jack's Miniature Golf","2903 E 10th St, Greenville, NC 27858, USA",35.6029420,-77.3387720,4.6
"Galaxy Golf","2914 S Virginia Dare Trail, Nags Head, NC 27959, USA",35.9792888,-75.6369852,3.6
"Putt-Putt Fun Center","533 7th Ave SW, Hickory, NC 28602, USA",35.7221580,-81.3483229,4.2
"Pirate Blacklight Golf","3729 Sycamore Dairy Rd, Fayetteville, NC 28303, USA",35.0774264,-78.9443842,3.5
"Jurassic Putt","6926 S Croatan Hwy, Nags Head, NC 27959, USA",35.9146891,-75.6032125,3.3
"Mountasia Golf & Games","3729 Sycamore Dairy Rd #100, Fayetteville, NC 28303, USA",35.0774030,-78.9443870,3.8
"Putt-Putt Fun Center","1340 N Church St, Burlington, NC 27217, USA",36.0980880,-79.4161920,4.4
"Putt-Putt Fun Center","2418 N Main St, High Point, NC 27262, USA",35.9883590,-80.0256103,4.0
"Fantasy Isle Ice Cream & Mini Golf","3354 Holden Beach Rd SW, Holden Beach, NC 28462, USA",33.9238410,-78.2702210,4.7
"Mayday Golf","715 Highway 17 North, North Myrtle Beach, SC 29582, USA",33.8351058,-78.6726856,4.2
"Paradise Golf & Arcade","3300 N Croatan Hwy, Kill Devil Hills, NC 27948, USA",36.0529651,-75.6857845,3.5
"Adventure Landing Raleigh","3311 Capital Blvd, Raleigh, NC 27604, USA",35.8252599,-78.5878557,4.0
"Chimney Rock Adventure Golf","339 Main St, Chimney Rock, NC 28720, USA",35.4386577,-82.2462119,4.4
"Oak Island Jungle Golf","6321 E Oak Island Dr, Oak Island, NC 28465, USA",33.9110608,-78.1008063,3.8
"Mt. Atlanticus Minotaur Golf","707 N Kings Hwy, Myrtle Beach, SC 29577, USA",33.6924930,-78.8842960,4.6
"Golfin' Dolphin","134 Golfin Dolphin Dr, Cape Carteret, NC 28584, USA",34.6944890,-77.0692739,3.7
"Adventure Landing Winston-Salem","1600 S Stratford Rd, Winston-Salem, NC 27103, USA",36.0720886,-80.3041841,4.1
"Mini Golf At Boyd Park","840 N Church St, Hendersonville, NC 28792, USA",35.3213461,-82.4622537,4.8
"Jungle Lagoon Mini Golf","5320 Oleander Dr, Wilmington, NC 28403, USA",34.2070245,-77.8628117,3.6
"Lunar Mini Golf of Gastonia","246 N New Hope Rd, Gastonia, NC 28054, USA",35.2652719,-81.1480452,4.2
"River Country Mini Golf","1 Causeway Dr, Ocean Isle Beach, NC 28469, USA",33.8880564,-78.4360635,4.2
"Adventure Landing Gastonia","2600 E Franklin Blvd, Gastonia, NC 28056, USA",35.2610848,-81.1317500,4.0
"Swingin' Things","133 Batting Cage Trail, Jacksonville, NC 28540, USA",34.8231970,-77.4608190,4.2
"Frankie's Fun Park","11190 Fun Park Dr, Raleigh, NC 27617, USA",35.9193406,-78.7940190,4.4
"Putt-Putt Fun Center","3311 Footbridge Ln, Fayetteville, NC 28306, USA",34.9816620,-78.9721400,4.0
"Lucy's Amusement Park","5119 US-83, Minot, ND 58701, USA",48.1849269,-101.2930495,4.4
"Medora Mini Golf","Main St, Medora, ND 58645, USA",46.9135129,-103.5210695,5.0
"2 Puttz Glow Golf","1765 I94 Business Loop E Suit 2, Dickinson, ND 58601, USA",46.8797977,-102.7586007,3.3
"The Putt District","17 Main St S Suite A, Minot, ND 58701, USA",48.2357408,-101.2926456,4.4
"Pirate's Cove Adventure Golf","1500 N Lacrosse St, Rapid City, SD 57701, USA",44.0987867,-103.2011812,4.6
"Thunder Road","2902 Thunder Rd S, Fargo, ND 58104, USA",46.8376670,-96.8424160,4.3
"Tom O'Leary Golf Course","1200 N Washington St #1, Bismarck, ND 58501, USA",46.8206800,-100.7951260,4.3
"Fore Seasons Center","2525 N 19th St, Bismarck, ND 58503, USA",46.8348968,-100.7612001,3.8
"Adventure Golf at Rempel's Grove","12775 OH-664 Scenic, Logan, OH 43138, USA",39.5427898,-82.4361394,4.4
"Adventure Cove","3410 OH-3, Wilmington, OH 45177, USA",39.4562289,-83.7705933,4.8
"Alien Vacation Mini Golf Attraction at Castle Noel","260 S Court St, Medina, OH 44256, USA",41.1368869,-81.8636363,4.6
"Glow Putt LLC","161 Granville St, Gahanna, OH 43230, USA",40.0182936,-82.8760357,4.4
"Birdie Shack","2567 OH-59, Ravenna, OH 44266, USA",41.1584706,-81.3019515,4.4
"Adventure Golf","615 Miamisburg Centerville Rd, Dayton, OH 45459, USA",39.6287930,-84.1747719,3.7
"Rolling Greens Miniature Golf","2939 Edison St NW, Uniontown, OH 44685, USA",40.9768607,-81.3964122,4.6
"Buzzard Cove","9311, 1053 Bellus Rd, Hinckley, OH 44233, United States",41.2282517,-81.7237858,4.2
"Cabin Creek Golf","1361 Co Hwy 108, Sugarcreek, OH 44681, USA",40.4767268,-81.6772963,4.9
"Perry Falls Mini Golf","24750 N Dixie Hwy, Perrysburg, OH 43551, USA",41.5119862,-83.6396003,4.4
"Chip's Clubhouse","214 5th Ave, Chardon, OH 44024, USA",41.5874935,-81.2147610,4.7
"Mulligans Family Fun Center","7760 Victory Ln, North Ridgeville, OH 44039, USA",41.3785829,-81.9796791,4.9
"Allison's Mini Golf","5456 Lake Rd E, Geneva, OH 44041, USA",41.8602401,-80.9519393,4.6
"Fairfield Fun Center","6400 Dixie Hwy, Fairfield, OH 45014, USA",39.3235630,-84.5034910,4.6
"Olentangy Mini Golf","63 Olentangy Crossings W, Delaware, OH 43015, USA",40.2044467,-83.0314385,4.6
"Trails Miniature Golf Course","1601 E David Rd, Kettering, OH 45429, USA",39.6835450,-84.1383544,4.3
"Paradise Park Miniature Golf","2777 Marion-Waldo Rd, Marion, OH 43302, USA",40.5342860,-83.1070970,4.9
"Hazzards Miniature Golf","6240 Brandt Pike, Dayton, OH 45424, USA",39.8431830,-84.1137290,4.0
"Miner 49'er Black Light Mini Golf","1158 W 3rd Ave b, Columbus, OH 43212, USA",39.9850280,-83.0364510,4.0
"The Golf Dome","8198 E Washington St, Chagrin Falls, OH 44023, USA",41.4191100,-81.3483200,4.5
"Glow Golf","4601 Eastgate Blvd, Cincinnati, OH 45245, USA",39.1039840,-84.2781623,3.9
"Shady Grove Golf Course and Restaurant","15733 US-224, Findlay, OH 45840, USA",41.0573219,-83.5785727,4.5
"Putt-Putt Golf & Games","8830 State Route 66 N, Defiance, OH 43512, United States",41.3147864,-84.3624301,4.3
"Udders & Putters","6880 Springfield Xenia Rd, Yellow Springs, OH 45387, USA",39.8285158,-83.8696235,4.6
"ProPutt Miniature Golf","1302 Whipple Ave NW, Canton, OH 44708, USA",40.8123291,-81.4246020,4.2
"Parkside Park Mini Golf","1029 Tiffin St, Fremont, OH 43420, USA",41.3349255,-83.1193909,3.8
"Kelly's Dairy Bar and Miniature Golf","1280 S Main St, Mansfield, OH 44907, USA",40.7239422,-82.5123982,4.5
"Southwest Golf Ranch","2880 US-42, Lebanon, OH 45036, USA",39.3944260,-84.2623360,4.3
"Downview Sports Center","1617 Bailey Rd, Cuyahoga Falls, OH 44221, USA",41.1262155,-81.4646434,3.9
"Putt-Putt Fun Center","3937 Youngstown Rd SE, Warren, OH 44484, USA",41.2169870,-80.7725392,4.2
"Putt-Putt Fun Center","1255 E Wyandot Ave, Upper Sandusky, OH 43351, USA",40.8303426,-83.2576741,3.5
"Funtimes Fun Park","12175 State St NE, Alliance, OH 44601, USA",40.9030282,-81.1675344,4.1
"Swings-N-Things Fun Park","8501 Stearns Rd, Olmsted Falls, OH 44138, USA",41.3706093,-81.9431590,4.1
"KC Geiger Miniature Golf Course","170 E Greenville Rd, St Marys, OH 45885, USA",40.5368380,-84.3802140,5.0
"SportsVille (Previously All American Sports Center)","37500 Center Ridge Rd, North Ridgeville, OH 44039, USA",41.3849460,-82.0388780,4.0
"Scene75 Entertainment Center","876 OH-28, Milford, OH 45150, USA",39.1918090,-84.2575030,4.3
"Sweeties Golfland","6770 Brookpark Rd, Cleveland, OH 44129, USA",41.4200285,-81.7319378,4.4
"Putt N Play (Seasonal Business- call or check web)","4021 Thistlewood Dr, Grove City, OH 43123, USA",39.8801384,-83.0439107,3.7
"Putt People First Miniature Golf Course","S Park Dr, Athens, OH 45701, USA",39.3191158,-82.1121839,3.0
"Goofy Golf","3020 Milan Rd, Sandusky, OH 44870, USA",41.4309210,-82.6850390,4.2
"Crystal Falls Mini Golf","1760 River Valley Cir S, Lancaster, OH 43130, USA",39.7329830,-82.6318980,3.6
"Hocking Hills Mini Golf","26792 US-33, Rockbridge, OH 43149, USA",39.5738824,-82.5197512,4.4
"Mr Divot's Miniature Golf","13393 York Rd, North Royalton, OH 44133, USA",41.3178042,-81.7540341,4.4
"Der Dutchman Miniature Golf","720 State Rte 97 W, Bellville, OH 44813, USA",40.6455811,-82.5426814,4.1
"Fantasy Island Mini Golf","8295 E Washington St, Chagrin Falls, OH 44023, USA",41.4145650,-81.3460690,3.8
"Perry's Glo Putt","100 Mall Dr, Steubenville, OH 43952, USA",40.3665521,-80.6708748,5.0
"Perry's Glo Putt","3575 Maple Ave, Zanesville, OH 43701, USA",39.9871913,-82.0281354,4.3
"Brookside Park Mini Golf","948-1024 Mohican Dr, Ashland, OH 44805, USA",40.8744097,-82.3313519,NONE
"Pioneer Golf Center","712 Pike St, Marietta, OH 45750, USA",39.4044727,-81.4225292,4.4
"Pla Mor Adventure Golf","225 Hardin St, Coldwater, OH 45828, USA",40.4883560,-84.6271210,4.0
"Putt-N-Stuff","134 S Kansas Rd, Orrville, OH 44667, USA",40.7954020,-81.7751430,4.3
"Sports World Corporation","8249 South Ave, Youngstown, OH 44512, USA",40.9978544,-80.6330818,3.9
"Eagle Tee Golf Center","9200 Cincinnati Dayton Rd, West Chester Township, OH 45069, USA",39.3233120,-84.4087309,4.6
"General Custer's","3325 Westbourne Dr, Cincinnati, OH 45248, USA",39.1471808,-84.6291497,3.9
"Etter's Custom Golf Center","9941 Reading Rd, Cincinnati, OH 45241, USA",39.2421410,-84.4293970,3.8
"PowerPlay","6314 Cosgray Rd, Dublin, OH 43016, USA",40.0992583,-83.1876385,4.4
"Cincinnati Golf Center","7630 Columbia Rd, Maineville, OH 45039, USA",39.3268101,-84.2791999,3.6
"Englewood Fun Center","569 S Main St, Englewood, OH 45322, USA",39.8700727,-84.2967504,4.2
"Galaxy Games & Golf","3700 Interchange Rd, Columbus, OH 43204, USA",39.9743311,-83.1038277,3.9
"Sundae Funday's","25145 Royalton Rd, Columbia Station, OH 44028, USA",41.3122277,-81.9195060,4.8
"4RKids Mini Golf","710 Overland Trail, Enid, OK 73703, USA",36.3891790,-97.9218890,4.4
"Lake Murray Water Sports & Mini Golf","3322 Lodge Rd, Ardmore, OK 73401, USA",34.0711165,-97.0937611,4.1
"Meadowlake Miniature Golf","1017 W Rupe Ave, Enid, OK 73703, USA",36.3763960,-97.8902952,3.3
"Brickopolis Entertainment","101 S Mickey Mantle Dr, Oklahoma City, OK 73104, USA",35.4650185,-97.5093055,3.9
"Sooner Junior Miniature Golf Course","146 S Madison Blvd, Bartlesville, OK 74006, USA",36.7555457,-95.9152890,4.6
"Celebration Station","509 Westline Dr, Oklahoma City, OK 73108, USA",35.4591319,-97.5985555,4.1
"Old West Town Mini-Golf","9114 North US Highway 259, Broken Bow, OK 74728, USA",34.1508136,-94.7509207,5.0
"Starlite Golf Co","501 N Main St #136, Muskogee, OK 74401, USA",35.7533270,-95.3691179,5.0
"HeyDay Entertainment","3201 Market Pl, Norman, OK 73072, USA",35.2940811,-97.4896724,4.3
"Lunar Mini Golf of Lawton, OK","100 Central Mall, Lawton, OK 73501, USA",34.6040021,-98.3917113,3.0
"Mini Putt","1700 S Gordon Cooper Dr, Shawnee, OK 74801, USA",35.2996716,-96.9266029,NONE
"All Star Sports Complex","10309 E 61st St, Tulsa, OK 74133, USA",36.0759593,-95.8612942,4.4
"Lights Out Mini Golf","1117 N Jackson St, Altus, OK 73521, USA",34.6486000,-99.3299132,3.0
"Minchey Miniature Golf Course","Beavers Bend State Park, Broken Bow, OK 74728, USA",34.1354441,-94.7039821,4.4
"Hochatown Amusements","6659 US-259, Broken Bow, OK 74728, USA",34.1166710,-94.7397170,4.0
"Mini Wild Ass Acres","5650 E Robinson St, Norman, OK 73026, USA",35.2327013,-97.3584843,5.0
"Design Center","S of City, Shawnee, OK 74801, USA",35.3272928,-96.9253004,NONE
"Great Balls of Fire","3003 Elks Road, McAlester, OK 74501, USA",34.8915943,-95.7724381,4.0
"Dragon RV & Mini Golf","1240 Chisolm Rd, Caddo, OK 74729, USA",34.2069398,-96.2361379,4.0
"Glowing Greens PDX","509 SW Taylor St, Portland, OR 97204, USA",45.5176252,-122.6785684,4.1
"The Tiki Putt","1694 NW Fairview Dr, Gresham, OR 97030, USA",45.5096380,-122.4302690,4.2
"Twin Pines Country Club","1346, 8434 SE Clay St, Portland, OR 97216, United States",45.5108106,-122.5763818,4.6
"Eagle Landing Golf Course","10220 SE Causey Ave, Happy Valley, OR 97086, USA",45.4399880,-122.5571150,4.4
"Safari Mini Golf","8700 NE Vancouver Mall Dr #102, Vancouver, WA 98662, USA",45.6579973,-122.5854859,4.0
"Camp Putt Adventure Golf Park","4006 Franklin Blvd, Eugene, OR 97403, USA",44.0452152,-123.0339773,4.6
"Tualatin Island Greens","20400 SW Cipole Rd, Tualatin, OR 97062, USA",45.3719953,-122.8096065,4.6
"Lakeshore Miniature Golf","5444 Pacific Blvd SW, Albany, OR 97321, USA",44.5953139,-123.1137612,4.7
"PuttSkee's Mini-Golf","1510 Monmouth Independence Hwy, Monmouth, OR 97361, USA",44.8512523,-123.2184357,5.0
"Sandland Adventures Inc","85366 US-101, Florence, OR 97439, USA",43.9534830,-124.1048349,4.5
"Sah-Hah-Lee Golf Course","17104 SE 130th Ave, Clackamas, OR 97015, USA",45.3982510,-122.5301030,4.4
"Matterhorn Village","59950 Wallowa Lake Hwy, Joseph, OR 97846, USA",45.2781530,-117.2081000,5.0
"Oaks Amusement Park","7805 SE Oaks Park Way, Portland, OR 97202, USA",45.4724068,-122.6626357,4.3
"Glowing Greens","2317, 3855 SW Murray Blvd, Beaverton, OR 97005, United States",45.4913726,-122.8280039,3.8
"Amaze Zing Outdoor Game","1601 Stover Ln, Myrtle Point, OR 97458, USA",43.0540868,-124.1308183,4.9
"Putters Family Entertainment Center","1156 Highway 99 N, Eugene, OR 97402, USA",44.0732038,-123.1471896,4.1
"Central Oregon Indoor Golf (C.O.I.G)","1245 SE 3rd St, Bend, OR 97702, USA",44.0366799,-121.3064782,5.0
"Golf City Par Three","2115 NE Hwy 20, Corvallis, OR 97330, USA",44.5897360,-123.2298776,4.3
"Riverside Greens","62102 Fruitdale Ln, La Grande, OR 97850, USA",45.3431537,-118.0824330,5.0
"Java Network","5444 Pacific Blvd SW, Albany, OR 97321, USA",44.5957766,-123.1139451,4.8
"Village Greens Miniature Golf","1444 Village Rd, Strasburg, PA 17579, USA",39.9823320,-76.2067940,4.7
"Putt U Miniature Golf","5201 Pennsylvania 309, Center Valley, PA 18034, USA",40.5376876,-75.4097378,4.7
"Waters Edge Mini Golf","230 N Ronks Rd, Bird in Hand, PA 17505, USA",40.0369017,-76.1742230,4.5
"Happy Valley Mini Golf","1890 S Atherton St, State College, PA 16801, USA",40.7835582,-77.8300729,4.5
"Two T's Family Entertainment Center","3521 Sullivan Trail, Easton, PA 18040, USA",40.7398547,-75.2369684,4.6
"The Shack Restaurant & Mini Golf","662 S Oak St, Manheim, PA 17545, USA",40.1525550,-76.3830550,4.3
"Boulders Miniature Golf","312 Primrose Ln, Mountville, PA 17554, USA",40.0461450,-76.4244293,3.5
"Frontier Falls Mini Golf","5255 Buttermilk Falls Rd, East Stroudsburg, PA 18301, USA",41.0077918,-75.1225906,3.7
"Hill Top Miniature Golf","880 Easton Rd, Glenside, PA 19038, USA",40.1166434,-75.1385492,3.9
"Manatawny Green Mini Golf","71 W High St, Pottstown, PA 19464, USA",40.2470286,-75.6570382,4.5
"Keystone Mini-Golf & Arcade","161 Cecil B. Moore Ave, Philadelphia, PA 19122, USA",39.9763377,-75.1374194,4.5
"Schell's Miniature Golf","4625 N 5th Street Hwy, Temple, PA 19560, USA",40.4039584,-75.9274982,4.3
"Bear Rock Junction","8181 PA-309, New Tripoli, PA 18066, USA",40.7106489,-75.7614000,4.6
"Forsythe Miniature Golf","920 Forsythe Rd, Carnegie, PA 15106, USA",40.4052639,-80.0750905,4.6
"Jake's Mini Golf","1554 N Center Ave, Somerset, PA 15501, USA",40.0348391,-79.0749052,4.5
"Golf Adventure","173 Lincoln Hwy, Fairless Hills, PA 19030, USA",40.1830081,-74.8607069,4.0
"Walnut Hill Miniature Golf","1285 Farm Rd, Uniontown, PA 15401, USA",39.8822390,-79.7519490,4.7
"Lost Treasure Golf","2521 Lincoln Hwy E, Ronks, PA 17572, USA",40.0225066,-76.1905086,4.4
"Yogey's Miniature Golf & Ice Cream Parlor","9 S 22nd St, Lebanon, PA 17042, USA",40.3379490,-76.4507670,4.4
"Mountain Mist Mini Golf","3896 Carlisle Rd, Dover, PA 17315, USA",39.9905090,-76.8401890,3.7
"940 Golf N'Fun","951 PA-940, Pocono Lake, PA 18347, USA",41.1190070,-75.5495860,4.2
"Burnie's Italian Ice and Mini Golf","2I9 North Route 183, Schuylkill Haven, PA 17972, USA",40.6179188,-76.2158637,4.2
"Bounce Away Funplex and Miniature Golf","15 Stetler Ave, Shamokin Dam, PA 17876, USA",40.8424944,-76.8302006,4.2
"Sunset Golf","3501 Brownsville Rd, South Park Township, PA 15129, USA",40.2885030,-80.0070850,4.6
"Harbor View Miniature Golf","36 State St, Erie, PA 16507, USA",42.1346265,-80.0895649,4.6
"Red Barn Village Mini Golf","1826-B Red Barn Village Rd, Clarks Summit, PA 18411, USA",41.4552420,-75.7805340,4.0
"Copperhead Canyon Miniature","7350 Hutchinson Rd, Elizabeth, PA 15037, USA",40.2388241,-79.8670523,4.5
"Glow Golf","500 Galleria Dr Suite 172, Johnstown, PA 15904, USA",40.2947724,-78.8338163,4.6
"Tee It Up Golf","21 Hagerty Blvd, West Chester, PA 19382, USA",39.9481927,-75.5794452,3.8
"Water Golf On City Island","600 Riverside Dr, Harrisburg, PA 17101, USA",40.2582160,-76.8931910,4.4
"Mars-Bethel Golf","540 PA-228, Mars, PA 16046, USA",40.6938550,-79.9868440,4.6
"Spring Hill Golf","4565 Spring Hill Dr, Schnecksville, PA 18078, USA",40.6687477,-75.6020506,4.7
"Mt Gretna Miniature Golf","PA-117, Mt Gretna, PA 17064, USA",40.2498790,-76.4700020,2.9
"Glen's Mini Golf","400 Pittsburgh St, Springdale, PA 15144, USA",40.5409840,-79.7882065,4.6
"High Sports Family Fun Center","727 Furnace Hills Pike, Lititz, PA 17543, USA",40.1790862,-76.3082383,3.8
"Windmill Ice Cream","2142 Brodhead Rd, Aliquippa, PA 15001, USA",40.5757985,-80.2547236,4.4
"Dutch Gardens Miniature Golf Course","4311 Oregon Pike, Ephrata, PA 17522, USA",40.1354639,-76.2126705,3.0
